word,level,meaning,field,example_index,situation,ko,current_tl,reason
구조적실업,6,構造的失業。労働者のスキルと利用可能な仕事の不一致によって引き起こされる失業,examples.tl,9,国際比較研究,구조적실업률이 낮은 국가들은 대체로 직업 훈련 인프라가 잘 갖춰져 있으며 노동 이동성이 높다.,구조적실업률이 낮은 국가들은 대체로 직업 훈련 인프라가 잘 갖춰져 있으며 노동 이동성이 높다.,same_as_korean
구조주의,6,構造主義,example_tl,,言語学の歴史講義,소쉬르의 구조주의는 언어를 차이의 체계로 파악하는 혁신적 시각을 제시했다.,소쉬르의 구조주의는 언어를 차이의 체계로 파악하는 혁신적 시각을 제시했다.,same_as_korean
구조주의,6,構造主義,examples.tl,1,言語学の歴史講義,소쉬르의 구조주의는 언어를 차이의 체계로 파악하는 혁신적 시각을 제시했다.,소쉬르의 구조주의는 언어를 차이의 체계로 파악하는 혁신적 시각을 제시했다.,same_as_korean
구조주의,6,構造主義,examples.tl,10,談話分析講義,구조주의적 분석은 텍스트의 심층 구조를 드러내는 데 유용하지만 역사적 맥락을 간과하기 쉽다.,구조주의적 분석은 텍스트의 심층 구조를 드러내는 데 유용하지만 역사적 맥락을 간과하기 쉽다.,same_as_korean
구조주의,6,構造主義,examples.tl,2,文学理論セミナー,구조주의 문학비평은 텍스트 내부의 형식적 관계를 분석하는 데 집중한다.,구조주의 문학비평은 텍스트 내부의 형식적 관계를 분석하는 데 집중한다.,same_as_korean
구조주의,6,構造主義,examples.tl,3,記号論論文,구조주의는 의미가 개별 요소에 있는 것이 아니라 요소들 간의 관계에서 비롯된다고 본다.,구조주의는 의미가 개별 요소에 있는 것이 아니라 요소들 간의 관계에서 비롯된다고 본다.,same_as_korean
구조주의,6,構造主義,examples.tl,4,哲学講義,레비스트로스는 구조주의를 인류학에 적용하여 신화 구조의 보편성을 탐구했다.,레비스트로스는 구조주의를 인류학에 적용하여 신화 구조의 보편성을 탐구했다.,same_as_korean
구조주의,6,構造主義,examples.tl,5,言語理論の授業,구조주의 음운론은 음소를 변별적 자질의 묶음으로 정의한다.,구조주의 음운론은 음소를 변별적 자질의 묶음으로 정의한다.,same_as_korean
구조주의,6,構造主義,examples.tl,6,比較ポスト構造主義講義,후기구조주의는 구조주의의 고정된 의미 체계에 도전하며 텍스트의 다의성을 강조한다.,후기구조주의는 구조주의의 고정된 의미 체계에 도전하며 텍스트의 다의성을 강조한다.,same_as_korean
구조주의,6,構造主義,examples.tl,7,社会学理論の授業,구조주의적 시각은 개인의 행위보다 사회 구조의 규칙성에 주목한다.,구조주의적 시각은 개인의 행위보다 사회 구조의 규칙성에 주목한다.,same_as_korean
구조주의,6,構造主義,examples.tl,8,比較認知言語学講義,인지언어학은 구조주의의 자율적 언어관을 비판하고 신체화된 경험을 강조한다.,인지언어학은 구조주의의 자율적 언어관을 비판하고 신체화된 경험을 강조한다.,same_as_korean
구조주의,6,構造主義,examples.tl,9,記号論の歴史講義,야콥슨은 프라그 학파의 구조주의를 발전시켜 시적 기능 이론을 정립했다.,야콥슨은 프라그 학파의 구조주의를 발전시켜 시적 기능 이론을 정립했다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,example_tl,,歴史理論講義,구조주의사학은 역사적 변화를 개인의 의지보다 사회 구조의 변동에서 설명하려 한다.,구조주의사학은 역사적 변화를 개인의 의지보다 사회 구조의 변동에서 설명하려 한다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,1,歴史理論講義,구조주의사학은 역사적 변화를 개인의 의지보다 사회 구조의 변동에서 설명하려 한다.,구조주의사학은 역사적 변화를 개인의 의지보다 사회 구조의 변동에서 설명하려 한다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,10,論文の結論,"구조주의사학의 통찰을 수용하되, 구조와 행위성을 동시에 고려하는 통합적 역사 분석이 요청된다.","구조주의사학의 통찰을 수용하되, 구조와 행위성을 동시에 고려하는 통합적 역사 분석이 요청된다.",same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,2,学術論文,아날학파의 거시사적 접근은 구조주의사학의 흐름과 긴밀하게 연결되어 있다.,아날학파의 거시사적 접근은 구조주의사학의 흐름과 긴밀하게 연결되어 있다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,3,比較歴史講義,구조주의사학은 경제·정치·문화적 구조가 장기적으로 어떻게 변화해 왔는지를 분석한다.,구조주의사학은 경제·정치·문화적 구조가 장기적으로 어떻게 변화해 왔는지를 분석한다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,4,学術批評,구조주의사학은 역사 속 인간의 자율성과 행위성을 과소평가한다는 비판을 받는다.,구조주의사학은 역사 속 인간의 자율성과 행위성을 과소평가한다는 비판을 받는다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,5,方法論セミナー,브로델의 장기 지속 개념은 구조주의사학의 핵심 방법론적 도구이다.,브로델의 장기 지속 개념은 구조주의사학의 핵심 방법론적 도구이다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,6,講義ディスカッション,"구조주의사학은 지리, 기후, 인구 등 비인격적 요인이 역사에 미치는 영향을 중시한다.","구조주의사학은 지리, 기후, 인구 등 비인격적 요인이 역사에 미치는 영향을 중시한다.",same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,7,論文の方法論を説明する,이 연구는 구조주의사학적 관점에서 조선 사회의 신분 제도가 경제 구조 변동에 어떻게 반응했는지를 분석한다.,이 연구는 구조주의사학적 관점에서 조선 사회의 신분 제도가 경제 구조 변동에 어떻게 반응했는지를 분석한다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,8,学術シンポジウム,포스트구조주의는 구조주의사학이 상정하는 안정적 구조 자체에 의문을 제기했다.,포스트구조주의는 구조주의사학이 상정하는 안정적 구조 자체에 의문을 제기했다.,same_as_korean
구조주의사학,6,構造主義的歴史学。個人の主体性よりも、経済的、社会的、言語的などの基礎的な構造を強調する歴史へのアプローチ,examples.tl,9,学術講演会講演,구조주의사학은 역사 변화의 심층적 동력을 밝히는 데 유용하지만 우발성과 사건의 역할을 간과하기 쉽다.,구조주의사학은 역사 변화의 심층적 동력을 밝히는 데 유용하지만 우발성과 사건의 역할을 간과하기 쉽다.,same_as_korean
국가론,6,国家理論。統計,example_tl,,古典的なテキスト,플라톤의 국가론은 이상적인 국가의 형태를 논한 고전이다.,플라톤의 국가론은 이상적인 국가의 형태를 논한 고전이다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,1,古典的なテキスト,플라톤의 국가론은 이상적인 국가의 형태를 논한 고전이다.,플라톤의 국가론은 이상적인 국가의 형태를 논한 고전이다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,10,政治思想の歴史,국가론의 발전은 근대 민주주의 형성과 궤를 같이한다.,국가론의 발전은 근대 민주주의 형성과 궤를 같이한다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,2,クラスディスカッション,국가론 수업에서 국가의 기원과 목적을 집중적으로 다뤘다.,국가론 수업에서 국가의 기원과 목적을 집중적으로 다뤘다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,3,学術の発展,"근대 국가론은 홉스, 로크, 루소의 사상으로 크게 발전했다.","근대 국가론은 홉스, 로크, 루소의 사상으로 크게 발전했다.",same_as_korean
국가론,6,国家理論。統計,examples.tl,4,比較研究,동양의 국가론과 서양의 국가론은 출발점이 다르다.,동양의 국가론과 서양의 국가론은 출발점이 다르다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,5,現代的な解釈,현대 국가론은 복지국가와 신자유주의 국가론으로 나뉜다.,현대 국가론은 복지국가와 신자유주의 국가론으로 나뉜다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,6,哲学的議論,국가론의 핵심 논쟁은 국가 권력의 정당성 근거에 관한 것이다.,국가론의 핵심 논쟁은 국가 권력의 정당성 근거에 관한 것이다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,7,歴史的背景,마르크스의 국가론은 국가를 지배 계급의 도구로 파악했다.,마르크스의 국가론은 국가를 지배 계급의 도구로 파악했다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,8,法律とのつながり,국가론은 헌법학의 이론적 토대를 형성한다.,국가론은 헌법학의 이론적 토대를 형성한다.,same_as_korean
국가론,6,国家理論。統計,examples.tl,9,学術セミナー,세미나에서 국가론의 변천사를 발표했다.,세미나에서 국가론의 변천사를 발표했다.,same_as_korean
국가중립성,6,国家の中立性,example_tl,,概念定義,국가중립성은 국가가 특정 세계관이나 좋은 삶의 개념을 강요하지 않아야 한다는 원칙이다.,국가중립성은 국가가 특정 세계관이나 좋은 삶의 개념을 강요하지 않아야 한다는 원칙이다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,1,概念定義,국가중립성은 국가가 특정 세계관이나 좋은 삶의 개념을 강요하지 않아야 한다는 원칙이다.,국가중립성은 국가가 특정 세계관이나 좋은 삶의 개념을 강요하지 않아야 한다는 원칙이다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,10,手続き的アプローチ,절차적 국가중립성은 특정 결과 대신 공정한 의사 결정 절차를 보장하려 한다.,절차적 국가중립성은 특정 결과 대신 공정한 의사 결정 절차를 보장하려 한다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,2,リベラルの原則,국가중립성은 자유주의 정치철학의 핵심 원칙 중 하나이다.,국가중립성은 자유주의 정치철학의 핵심 원칙 중 하나이다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,3,ロールズとのつながり,롤스는 국가중립성 원칙에 따라 정의의 원칙이 특정 포괄적 교리에 기반해서는 안 된다고 했다.,롤스는 국가중립성 원칙에 따라 정의의 원칙이 특정 포괄적 교리에 기반해서는 안 된다고 했다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,4,多元的な社会,다원주의 사회에서 국가중립성은 다양한 가치관을 가진 시민들의 공존을 가능하게 한다.,다원주의 사회에서 국가중립성은 다양한 가치관을 가진 시민들의 공존을 가능하게 한다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,5,批判的な視点,완전한 국가중립성은 불가능하다는 공동체주의적 비판이 있다.,완전한 국가중립성은 불가능하다는 공동체주의적 비판이 있다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,6,宗教と政治,국가중립성 원칙에 따라 국가는 특정 종교를 우대하거나 차별해서는 안 된다.,국가중립성 원칙에 따라 국가는 특정 종교를 우대하거나 차별해서는 안 된다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,7,教育問題,공교육에서 국가중립성을 유지하면서 어떤 가치를 가르칠지가 중요한 논쟁이다.,공교육에서 국가중립성을 유지하면서 어떤 가치를 가르칠지가 중요한 논쟁이다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,8,文化政策,문화 정책에서 국가중립성은 어떤 예술이나 문화를 지원할지 결정하는 문제와 충돌한다.,문화 정책에서 국가중립성은 어떤 예술이나 문화를 지원할지 결정하는 문제와 충돌한다.,same_as_korean
국가중립성,6,国家の中立性,examples.tl,9,憲法解釈,헌법재판소는 국가중립성 원칙을 적용해 다양한 법률의 위헌 여부를 판단한다.,헌법재판소는 국가중립성 원칙을 적용해 다양한 법률의 위헌 여부를 판단한다.,same_as_korean
국제규범,6,国際基準,example_tl,,国際関係論講義,국제규범은 특정 정체성을 가진 행위자들에게 적절한 행동이 무엇인지를 정의하는 공유된 기준이다.,국제규범은 특정 정체성을 가진 행위자들에게 적절한 행동이 무엇인지를 정의하는 공유된 기준이다.,same_as_korean
국제규범,6,国際基準,examples.tl,1,国際関係論講義,국제규범은 특정 정체성을 가진 행위자들에게 적절한 행동이 무엇인지를 정의하는 공유된 기준이다.,국제규범은 특정 정체성을 가진 행위자들에게 적절한 행동이 무엇인지를 정의하는 공유된 기준이다.,same_as_korean
국제규범,6,国際基準,examples.tl,10,学術シンポジウム,국제규범의 변화는 단순한 강대국 이익의 반영이 아니라 다양한 행위자들의 복잡한 상호작용 결과이다.,국제규범의 변화는 단순한 강대국 이익의 반영이 아니라 다양한 행위자들의 복잡한 상호작용 결과이다.,same_as_korean
국제규범,6,国際基準,examples.tl,2,構成主義理論の授業,"핀네모어와 시킨크는 국제규범이 출현, 폭포, 내면화의 단계를 거쳐 확산된다고 설명하였다.","핀네모어와 시킨크는 국제규범이 출현, 폭포, 내면화의 단계를 거쳐 확산된다고 설명하였다.",same_as_korean
국제규범,6,国際基準,examples.tl,3,国際法講義,"국제규범은 법적 구속력이 있는 조약과 구별되나, 국가 행동에 강력한 도덕적 압력을 행사한다.","국제규범은 법적 구속력이 있는 조약과 구별되나, 국가 행동에 강력한 도덕적 압력을 행사한다.",same_as_korean
국제규범,6,国際基準,examples.tl,4,人権調査,국제 인권 규범의 확산은 국가 내 인권 상황을 개선하는 데 실질적인 영향을 미쳤다.,국제 인권 규범의 확산은 국가 내 인권 상황을 개선하는 데 실질적인 영향을 미쳤다.,same_as_korean
국제규범,6,国際基準,examples.tl,5,グローバルガバナンス研究,국제규범의 지지자들은 규범의 힘이 물질적 제재 없이도 국가 행동을 변화시킬 수 있다고 주장한다.,국제규범의 지지자들은 규범의 힘이 물질적 제재 없이도 국가 행동을 변화시킬 수 있다고 주장한다.,same_as_korean
국제규범,6,国際基準,examples.tl,6,学術論文,비국가 행위자들은 국제규범 형성과 확산 과정에서 점차 중요한 역할을 수행하고 있다.,비국가 행위자들은 국제규범 형성과 확산 과정에서 점차 중요한 역할을 수행하고 있다.,same_as_korean
국제규범,6,国際基準,examples.tl,7,セキュリティ学セミナー,화학무기 사용 금지 국제규범은 위반 사례에도 불구하고 강력한 규범적 지위를 유지하고 있다.,화학무기 사용 금지 국제규범은 위반 사례에도 불구하고 강력한 규범적 지위를 유지하고 있다.,same_as_korean
국제규범,6,国際基準,examples.tl,8,外交フォーラム,강대국들이 국제규범을 선택적으로 적용하는 행태는 규범의 보편성에 대한 신뢰를 훼손한다.,강대국들이 국제규범을 선택적으로 적용하는 행태는 규범의 보편성에 대한 신뢰를 훼손한다.,same_as_korean
국제규범,6,国際基準,examples.tl,9,国際機関の研究,국제기구는 국제규범을 제도화하고 이행을 모니터링하는 핵심 기제로 기능한다.,국제기구는 국제규범을 제도화하고 이행을 모니터링하는 핵심 기제로 기능한다.,same_as_korean
국제인도법,6,国際人道法,example_tl,,国際法講義,국제인도법은 무력 충돌 상황에서 적용되어 민간인과 전투원 모두를 불필요한 고통으로부터 보호한다.,국제인도법은 무력 충돌 상황에서 적용되어 민간인과 전투원 모두를 불필요한 고통으로부터 보호한다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,1,国際法講義,국제인도법은 무력 충돌 상황에서 적용되어 민간인과 전투원 모두를 불필요한 고통으로부터 보호한다.,국제인도법은 무력 충돌 상황에서 적용되어 민간인과 전투원 모두를 불필요한 고통으로부터 보호한다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,10,学術シンポジウム,사이버 공격이 국제인도법상 무력 공격에 해당하는지에 대한 해석 문제가 중요한 법적 쟁점으로 부상하였다.,사이버 공격이 국제인도법상 무력 공격에 해당하는지에 대한 해석 문제가 중요한 법적 쟁점으로 부상하였다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,2,セキュリティ学セミナー,제네바 협약과 그 추가 의정서는 국제인도법의 핵심 법적 기반을 이룬다.,제네바 협약과 그 추가 의정서는 국제인도법의 핵심 법적 기반을 이룬다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,3,人権調査,"국제인도법은 전시에도 고문, 민간인 공격, 부상 전투원 학대 등을 금지한다.","국제인도법은 전시에도 고문, 민간인 공격, 부상 전투원 학대 등을 금지한다.",same_as_korean
국제인도법,6,国際人道法,examples.tl,4,学術論文,비국가 무장 세력에게도 국제인도법의 준수 의무가 부과되는지에 대한 법적 논쟁이 지속된다.,비국가 무장 세력에게도 국제인도법의 준수 의무가 부과되는지에 대한 법적 논쟁이 지속된다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,5,外交フォーラム,드론 전쟁과 자율무기 체계의 등장은 국제인도법의 적용 방식에 새로운 도전을 제기하고 있다.,드론 전쟁과 자율무기 체계의 등장은 국제인도법의 적용 방식에 새로운 도전을 제기하고 있다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,6,国際関係の教科書,국제인도법과 국제인권법은 모두 인간 존엄을 보호하지만 적용 상황과 주요 의무 주체에서 차이가 있다.,국제인도법과 국제인권법은 모두 인간 존엄을 보호하지만 적용 상황과 주요 의무 주체에서 차이가 있다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,7,セキュリティ分析,국제인도법 위반에 대한 책임 추궁은 국제형사재판소와 특별 재판소 등 다양한 메커니즘을 통해 이루어진다.,국제인도법 위반에 대한 책임 추궁은 국제형사재판소와 특별 재판소 등 다양한 메커니즘을 통해 이루어진다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,8,軍事教育,현대 군사 작전에서 국제인도법의 준수는 전투원들에게 법적·도덕적 의무이자 작전 성공의 조건이 된다.,현대 군사 작전에서 국제인도법의 준수는 전투원들에게 법적·도덕적 의무이자 작전 성공의 조건이 된다.,same_as_korean
국제인도법,6,国際人道法,examples.tl,9,人権フォーラム,국제적십자위원회는 국제인도법의 주요 수호자로서 전시 민간인 보호를 위한 인도주의적 활동을 전개한다.,국제적십자위원회는 국제인도법의 주요 수호자로서 전시 민간인 보호를 위한 인도주의적 활동을 전개한다.,same_as_korean
국제제도주의,6,国際制度主義,example_tl,,国際関係論講義,국제제도주의는 국제 기구와 제도가 국가 간 협력을 촉진한다고 주장하는 이론적 입장이다.,국제제도주의는 국제 기구와 제도가 국가 간 협력을 촉진한다고 주장하는 이론적 입장이다.,same_as_korean
국제제도주의,6,国際制度主義,examples.tl,1,国際関係論講義,국제제도주의는 국제 기구와 제도가 국가 간 협력을 촉진한다고 주장하는 이론적 입장이다.,국제제도주의는 국제 기구와 제도가 국가 간 협력을 촉진한다고 주장하는 이론적 입장이다.,same_as_korean
국제제도주의,6,国際制度主義,examples.tl,10,学術シンポジウム,국제제도주의의 관점에서 국제 레짐의 형성과 유지는 국가 간 협력의 심화를 반영한다.,국제제도주의의 관점에서 국제 레짐의 형성과 유지는 국가 간 협력의 심화를 반영한다.,same_as_korean
국제제도주의,6,国際制度主義,examples.tl,2,学術論文,국제제도주의는 게임이론을 활용하여 국제 제도가 국가들의 기회주의적 행동을 억제함을 설명한다.,국제제도주의는 게임이론을 활용하여 국제 제도가 국가들의 기회주의적 행동을 억제함을 설명한다.,same_as_korean
국제제도주의,6,国際制度主義,examples.tl,3,理論比較講座,국제제도주의는 현실주의의 비관적 협력관을 비판하며 제도를 통한 반복적 게임의 중요성을 강조한다.,국제제도주의는 현실주의의 비관적 협력관을 비판하며 제도를 통한 반복적 게임의 중요성을 강조한다.,same_as_korean
국제제도주의,6,国際制度主義,examples.tl,4,国際機関の研究,"국제제도주의에 따르면 국제기구는 정보 제공, 거래 비용 절감, 규칙 집행을 통해 협력을 용이하게 한다.","국제제도주의에 따르면 국제기구는 정보 제공, 거래 비용 절감, 규칙 집행을 통해 협력을 용이하게 한다.",same_as_korean
국제제도주의,6,国際制度主義,examples.tl,5,大学院セミナー,코헤인과 나이의 복합적 상호의존론은 국제제도주의의 발전에 결정적인 이론적 기여를 하였다.,코헤인과 나이의 복합적 상호의존론은 국제제도주의의 발전에 결정적인 이론적 기여를 하였다.,same_as_korean
국제제도주의,6,国際制度主義,examples.tl,6,理論分析,국제제도주의는 무정부 상태에서도 제도가 지속될 수 있음을 입증하려 한다.,국제제도주의는 무정부 상태에서도 제도가 지속될 수 있음을 입증하려 한다.,same_as_korean
국제제도주의,6,国際制度主義,examples.tl,7,政策研究所報告書,"WTO, IMF 등 국제 경제 제도들은 국제제도주의적 관점에서 상호 이익을 위한 협력의 산물이다.","WTO, IMF 등 국제 경제 제도들은 국제제도주의적 관점에서 상호 이익을 위한 협력의 산물이다.",same_as_korean
국제제도주의,6,国際制度主義,examples.tl,8,外交フォーラム,국제제도주의는 주권 국가들이 자발적으로 자율성을 위임하는 이유를 제도를 통한 이득으로 설명한다.,국제제도주의는 주권 국가들이 자발적으로 자율성을 위임하는 이유를 제도를 통한 이득으로 설명한다.,same_as_korean
국제제도주의,6,国際制度主義,examples.tl,9,理論比較クラス,구성주의자들은 국제제도주의가 사회적 규범과 정체성의 역할을 간과한다고 비판한다.,구성주의자들은 국제제도주의가 사회적 규범과 정체성의 역할을 간과한다고 비판한다.,same_as_korean
국제질서,6,国際秩序,example_tl,,外交演説,냉전 종식 이후 미국 주도의 자유주의 국제질서가 형성되었다.,냉전 종식 이후 미국 주도의 자유주의 국제질서가 형성되었다.,same_as_korean
국제질서,6,国際秩序,examples.tl,1,外交演説,냉전 종식 이후 미국 주도의 자유주의 국제질서가 형성되었다.,냉전 종식 이후 미국 주도의 자유주의 국제질서가 형성되었다.,same_as_korean
국제질서,6,国際秩序,examples.tl,10,国際政治の教科書,국제질서의 변환은 대개 강대국 간의 패권 전쟁을 거쳐 새로운 질서로 이행하는 패턴을 보인다.,국제질서의 변환은 대개 강대국 간의 패권 전쟁을 거쳐 새로운 질서로 이행하는 패턴을 보인다.,same_as_korean
국제질서,6,国際秩序,examples.tl,2,学術論文,현재의 국제질서는 중국의 부상으로 인해 근본적인 도전에 직면해 있다.,현재의 국제질서는 중국의 부상으로 인해 근본적인 도전에 직면해 있다.,same_as_korean
국제질서,6,国際秩序,examples.tl,3,セキュリティカンファレンス,러시아의 우크라이나 침공은 유럽의 국제질서를 뒤흔드는 사건이었다.,러시아의 우크라이나 침공은 유럽의 국제질서를 뒤흔드는 사건이었다.,same_as_korean
국제질서,6,国際秩序,examples.tl,4,国際関係論講義,국제질서의 안정성은 헤게모니 국가의 존재 유무와 밀접하게 연관된다.,국제질서의 안정성은 헤게모니 국가의 존재 유무와 밀접하게 연관된다.,same_as_korean
국제질서,6,国際秩序,examples.tl,5,政策研究所報告書,새로운 국제질서의 형성 과정에서 중견국의 역할이 점차 주목받고 있다.,새로운 국제질서의 형성 과정에서 중견국의 역할이 점차 주목받고 있다.,same_as_korean
국제질서,6,国際秩序,examples.tl,6,外交史の授業,베스트팔렌 조약은 근대 국제질서의 기초가 된 주권 원칙을 확립하였다.,베스트팔렌 조약은 근대 국제질서의 기초가 된 주권 원칙을 확립하였다.,same_as_korean
국제질서,6,国際秩序,examples.tl,7,編集記事,다자주의의 약화는 기존 국제질서의 근간을 흔드는 심각한 징후로 해석된다.,다자주의의 약화는 기존 국제질서의 근간을 흔드는 심각한 징후로 해석된다.,same_as_korean
국제질서,6,国際秩序,examples.tl,8,外交官訓練,국제질서 속에서 자국의 전략적 이익을 극대화하는 것이 외교의 핵심 과제이다.,국제질서 속에서 자국의 전략적 이익을 극대화하는 것이 외교의 핵심 과제이다.,same_as_korean
국제질서,6,国際秩序,examples.tl,9,セキュリティフォーラム,핵 억제력은 냉전 시기 양극 국제질서의 안정을 유지하는 주요 기제였다.,핵 억제력은 냉전 시기 양극 국제질서의 안정을 유지하는 주요 기제였다.,same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),example_tl,,国際法講義,"국제형사재판소는 집단 학살, 반인도 범죄, 전쟁 범죄 등을 저지른 개인을 처벌하기 위해 설립되었다.","국제형사재판소는 집단 학살, 반인도 범죄, 전쟁 범죄 등을 저지른 개인을 처벌하기 위해 설립되었다.",same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,1,国際法講義,"국제형사재판소는 집단 학살, 반인도 범죄, 전쟁 범죄 등을 저지른 개인을 처벌하기 위해 설립되었다.","국제형사재판소는 집단 학살, 반인도 범죄, 전쟁 범죄 등을 저지른 개인을 처벌하기 위해 설립되었다.",same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,10,学術シンポジウム,국제형사재판소의 독립성 보장과 정치적 중립성 확보가 그 정당성과 효과성의 핵심 요건이다.,국제형사재판소의 독립성 보장과 정치적 중립성 확보가 그 정당성과 효과성의 핵심 요건이다.,same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,2,国際機関の研究,국제형사재판소는 2002년 로마 규정이 발효됨으로써 공식 출범하였다.,국제형사재판소는 2002년 로마 규정이 발효됨으로써 공식 출범하였다.,same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,3,セキュリティ学セミナー,국제형사재판소의 보완성 원칙에 따르면 국내 사법부가 기능할 경우 재판소는 관할권을 행사하지 않는다.,국제형사재판소의 보완성 원칙에 따르면 국내 사법부가 기능할 경우 재판소는 관할권을 행사하지 않는다.,same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,4,人権調査,"국제형사재판소는 미국, 러시아, 중국 등 주요 강대국의 비참여로 보편적 관할권 확보에 어려움을 겪는다.","국제형사재판소는 미국, 러시아, 중국 등 주요 강대국의 비참여로 보편적 관할권 확보에 어려움을 겪는다.",same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,5,学術論文,국제형사재판소에 대한 아프리카 국가들의 비판은 기소의 지역적 편향 문제를 제기한다.,국제형사재판소에 대한 아프리카 국가들의 비판은 기소의 지역적 편향 문제를 제기한다.,same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,6,外交フォーラム,국제형사재판소의 현직 국가 지도자 기소는 주권 면제 원칙과의 충돌로 외교적 갈등을 야기한다.,국제형사재판소의 현직 국가 지도자 기소는 주권 면제 원칙과의 충돌로 외교적 갈등을 야기한다.,same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,7,国際関係の教科書,국제형사재판소는 처벌 불가능성의 문화에 도전하고 개인의 국제 형사 책임을 확립하는 데 기여하였다.,국제형사재판소는 처벌 불가능성의 문화에 도전하고 개인의 국제 형사 책임을 확립하는 데 기여하였다.,same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,8,セキュリティ分析,국제형사재판소의 기소 결정은 분쟁 해결 협상에서 피의자의 협력 의지에 영향을 미치는 변수가 된다.,국제형사재판소의 기소 결정은 분쟁 해결 협상에서 피의자의 협력 의지에 영향을 미치는 변수가 된다.,same_as_korean
국제형사재판소,6,国際刑事裁判所 (ICC),examples.tl,9,人権フォーラム,국제형사재판소에 대한 국제 사회의 지지 강화는 국제 인도주의 법 집행 역량의 향상에 필수적이다.,국제형사재판소에 대한 국제 사회의 지지 강화는 국제 인도주의 법 집행 역량의 향상에 필수적이다.,same_as_korean
군비통제,6,軍備管理,example_tl,,国際安全保障講座,"군비통제는 국가 간 협상을 통해 무기의 종류, 수량, 배치를 제한하는 국제적 합의를 의미한다.","군비통제는 국가 간 협상을 통해 무기의 종류, 수량, 배치를 제한하는 국제적 합의를 의미한다.",same_as_korean
