level,word,meaning,field,example_index,situation,ko,current_tl,proposed_tl,reason,issue_count_for_word
3,지역,地域;エリア;地元の地区,examples.tl,1,地元の特産品,각 지역마다 특색 있는 특산품이 있어요.,각 지역마다 특색 있는 특산품이 있어요.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,10,ローカルニュース,지역 신문을 통해 지역 소식을 얻을 수 있어요.,지역 신문을 통해 지역 소식을 얻을 수 있어요.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,2,まちづくり,지역 사회의 발전을 위해 주민들이 함께 노력하고 있습니다.,지역 사회의 발전을 위해 주민들이 함께 노력하고 있습니다.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,3,地元のお祭り,지역 축제는 그 지역의 문화와 특산물을 알리는 좋은 기회입니다.,지역 축제는 그 지역의 문화와 특산물을 알리는 좋은 기회입니다.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,4,地元の文化を守る,지역 고유의 문화를 보존하는 것이 중요합니다.,지역 고유의 문화를 보존하는 것이 중요합니다.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,5,地域格差,도시와 농촌의 지역 격차를 줄이기 위한 정책이 필요합니다.,도시와 농촌의 지역 격차를 줄이기 위한 정책이 필요합니다.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,6,地域住民の協力,지역 주민들이 협력하면 더 살기 좋은 마을을 만들 수 있어요.,지역 주민들이 협력하면 더 살기 좋은 마을을 만들 수 있어요.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,7,地域経済の活性化,관광 산업을 통해 지역 경제를 활성화하려는 노력이 있습니다.,관광 산업을 통해 지역 경제를 활성화하려는 노력이 있습니다.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,8,地元の特産品,이 지역의 명물은 전국적으로 유명한 된장찌개입니다.,이 지역의 명물은 전국적으로 유명한 된장찌개입니다.,,same_as_korean,11
3,지역,地域;エリア;地元の地区,examples.tl,9,地域環境を守る,우리 지역의 자연환경을 보호하는 것은 모두의 책임입니다.,우리 지역의 자연환경을 보호하는 것은 모두의 책임입니다.,,same_as_korean,11
3,지연,遅延。予定より遅れている,example_tl,,飛行機に乗る,날씨 때문에 비행기가 두 시간 지연됐어요.,날씨 때문에 비행기가 두 시간 지연됐어요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,1,飛行機に乗る,날씨 때문에 비행기가 두 시간 지연됐어요.,날씨 때문에 비행기가 두 시간 지연됐어요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,10,旅行レビュー,지연 때문에 스트레스를 받았지만 무사히 도착해서 다행이에요.,지연 때문에 스트레스를 받았지만 무사히 도착해서 다행이에요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,2,電車を使って,지연으로 인해 환승 기차를 놓쳤어요.,지연으로 인해 환승 기차를 놓쳤어요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,3,空港で待っている,지연 안내 방송을 듣고 공항에서 더 기다려야 했어요.,지연 안내 방송을 듣고 공항에서 더 기다려야 했어요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,4,旅行の不便さ,비행 지연으로 호텔 체크인 시간을 변경해야 했어요.,비행 지연으로 호텔 체크인 시간을 변경해야 했어요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,5,補償について問い合わせる,지연이 몇 시간 이상이면 항공사에서 보상을 해 줘요.,지연이 몇 시간 이상이면 항공사에서 보상을 해 줘요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,6,出発前チェック,공항에 가기 전에 항공편 지연 여부를 확인하는 게 좋아요.,공항에 가기 전에 항공편 지연 여부를 확인하는 게 좋아요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,7,旅行のアドバイス,지연에 대비해 환승 시간을 여유 있게 잡아두세요.,지연에 대비해 환승 시간을 여유 있게 잡아두세요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,8,交通遅延,교통 사고로 버스가 지연되어 약속 시간에 늦었어요.,교통 사고로 버스가 지연되어 약속 시간에 늦었어요.,,same_as_korean,11
3,지연,遅延。予定より遅れている,examples.tl,9,カスタマーサービス,지연이 발생하면 항공사는 승객에게 식사 쿠폰을 제공해야 해요.,지연이 발생하면 항공사는 승객에게 식사 쿠폰을 제공해야 해요.,,same_as_korean,11
3,지저분하다,汚い、汚い,example_tl,,部屋の状態,방이 너무 지저분해서 청소를 하지 않으면 안 될 것 같아요.,방이 너무 지저분해서 청소를 하지 않으면 안 될 것 같아요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,1,部屋の状態,방이 너무 지저분해서 청소를 하지 않으면 안 될 것 같아요.,방이 너무 지저분해서 청소를 하지 않으면 안 될 것 같아요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,10,公衆トイレ,공중 화장실이 지저분하면 모두가 불쾌함을 느끼므로 사용 후 깨끗이 해야 해요.,공중 화장실이 지저분하면 모두가 불쾌함을 느끼므로 사용 후 깨끗이 해야 해요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,2,子供を躾ける,아이가 밥을 먹을 때 지저분하게 흘리는 버릇이 있어요.,아이가 밥을 먹을 때 지저분하게 흘리는 버릇이 있어요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,3,家の掃除,손님이 오기 전에 지저분한 거실을 서둘러 정리했어요.,손님이 오기 전에 지저분한 거실을 서둘러 정리했어요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,4,飲食店,음식점이 지저분하면 아무리 맛있어도 다시 가고 싶지 않아요.,음식점이 지저분하면 아무리 맛있어도 다시 가고 싶지 않아요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,5,職場,지저분한 책상을 정리하고 나면 일이 더 잘 되는 것 같아요.,지저분한 책상을 정리하고 나면 일이 더 잘 되는 것 같아요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,6,友人の家を訪問する,친구 방이 너무 지저분해서 앉을 자리도 없었어요.,친구 방이 너무 지저분해서 앉을 자리도 없었어요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,7,浴室のメンテナンス,욕실이 지저분해지기 전에 자주 청소하는 것이 좋아요.,욕실이 지저분해지기 전에 자주 청소하는 것이 좋아요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,8,内省,일이 바빠서 집이 많이 지저분해졌는데 이번 주말에는 꼭 청소해야겠어요.,일이 바빠서 집이 많이 지저분해졌는데 이번 주말에는 꼭 청소해야겠어요.,,same_as_korean,11
3,지저분하다,汚い、汚い,examples.tl,9,厨房管理,설거지를 바로바로 하지 않으면 주방이 금세 지저분해져요.,설거지를 바로바로 하지 않으면 주방이 금세 지저분해져요.,,same_as_korean,11
3,지출,支出;支出,example_tl,,家計簿,이번 달 지출이 예산을 초과했다.,이번 달 지출이 예산을 초과했다.,,same_as_korean,11
3,지출,支出;支出,examples.tl,1,家計簿,이번 달 지출이 예산을 초과했다.,이번 달 지출이 예산을 초과했다.,,same_as_korean,11
3,지출,支出;支出,examples.tl,10,経費分析,앱을 이용해 매월 지출을 분석하고 있다.,앱을 이용해 매월 지출을 분석하고 있다.,,same_as_korean,11
3,지출,支出;支出,examples.tl,2,固定費,"월세, 보험료, 통신비는 고정 지출이다.","월세, 보험료, 통신비는 고정 지출이다.",,same_as_korean,11
3,지출,支出;支出,examples.tl,3,経費管理,지출을 줄이기 위해 가계부를 쓰기 시작했다.,지출을 줄이기 위해 가계부를 쓰기 시작했다.,,same_as_korean,11
3,지출,支出;支出,examples.tl,4,カテゴリ分類,"지출을 식비, 교통비, 여가비로 나눠서 관리한다.","지출을 식비, 교통비, 여가비로 나눠서 관리한다.",,same_as_korean,11
3,지출,支出;支出,examples.tl,5,過剰な支出,과도한 지출은 재정 문제로 이어질 수 있다.,과도한 지출은 재정 문제로 이어질 수 있다.,,same_as_korean,11
3,지출,支出;支出,examples.tl,6,経費の詳細,지난달 지출 내역을 살펴보니 외식비가 너무 많았다.,지난달 지출 내역을 살펴보니 외식비가 너무 많았다.,,same_as_korean,11
3,지출,支出;支出,examples.tl,7,予算計画,월초에 예산을 세우고 지출을 계획하는 것이 좋다.,월초에 예산을 세우고 지출을 계획하는 것이 좋다.,,same_as_korean,11
3,지출,支出;支出,examples.tl,8,不必要な出費,불필요한 지출을 찾아 줄이는 것이 저축의 첫걸음이다.,불필요한 지출을 찾아 줄이는 것이 저축의 첫걸음이다.,,same_as_korean,11
3,지출,支出;支出,examples.tl,9,イベントお祝い金,경조사 지출이 예상보다 많이 나왔다.,경조사 지출이 예상보다 많이 나왔다.,,same_as_korean,11
3,지형,地形、地形,example_tl,,地理の授業,한국의 지형은 산지가 많고 평야가 적다.,한국의 지형은 산지가 많고 평야가 적다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,1,地理の授業,한국의 지형은 산지가 많고 평야가 적다.,한국의 지형은 산지가 많고 평야가 적다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,10,衛星写真,위성 사진을 분석하면 지형의 특성을 잘 파악할 수 있다.,위성 사진을 분석하면 지형의 특성을 잘 파악할 수 있다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,2,軍事戦略,지형을 잘 활용하면 전쟁에서 유리한 위치를 차지할 수 있다.,지형을 잘 활용하면 전쟁에서 유리한 위치를 차지할 수 있다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,3,建築設計,건물을 짓기 전에 그 지역의 지형을 먼저 파악해야 한다.,건물을 짓기 전에 그 지역의 지형을 먼저 파악해야 한다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,4,農業適性,이 지역의 지형은 논농사에 적합하지 않다.,이 지역의 지형은 논농사에 적합하지 않다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,5,道路工事,복잡한 지형 때문에 도로 건설에 어려움이 많다.,복잡한 지형 때문에 도로 건설에 어려움이 많다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,6,洪水予測,지형 분석을 통해 홍수가 발생할 가능성이 높은 지역을 예측할 수 있다.,지형 분석을 통해 홍수가 발생할 가능성이 높은 지역을 예측할 수 있다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,7,ハイキングプラン,등산 전에 산의 지형을 지도로 확인하는 것이 중요하다.,등산 전에 산의 지형을 지도로 확인하는 것이 중요하다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,8,天候の影響,지형이 기후에 영향을 미쳐 같은 나라에서도 지역마다 날씨가 다르다.,지형이 기후에 영향을 미쳐 같은 나라에서도 지역마다 날씨가 다르다.,,same_as_korean,11
3,지형,地形、地形,examples.tl,9,環境研究,지형 변화는 생태계에 큰 영향을 미칠 수 있다.,지형 변화는 생태계에 큰 영향을 미칠 수 있다.,,same_as_korean,11
3,질투,嫉妬/妬み,examples.tl,10,個人の内省,질투심을 느낄 때 자신을 돌아볼 수 있어요.,질투심을 느낄 때 자신을 돌아볼 수 있어요.,,same_as_korean,5
3,질투,嫉妬/妬み,examples.tl,6,子供の教育,아이들 사이에서 질투는 자연스러운 감정이에요.,아이들 사이에서 질투는 자연스러운 감정이에요.,,same_as_korean,5
3,질투,嫉妬/妬み,examples.tl,7,心理学,질투는 자신이 원하는 것을 보여주는 거울이에요.,질투는 자신이 원하는 것을 보여주는 거울이에요.,,same_as_korean,5
3,질투,嫉妬/妬み,examples.tl,8,カップル,적당한 질투는 관계에 활력을 줄 수 있어요.,적당한 질투는 관계에 활력을 줄 수 있어요.,,same_as_korean,5
3,질투,嫉妬/妬み,examples.tl,9,課題を克服する,질투를 에너지로 바꾸어 더 열심히 노력해요.,질투를 에너지로 바꾸어 더 열심히 노력해요.,,same_as_korean,5
3,찌다,（食べ物を）蒸す,example_tl,,餃子を調理する,만두를 찌면 튀기는 것보다 건강에 좋아요.,만두를 찌면 튀기는 것보다 건강에 좋아요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,1,餃子を調理する,만두를 찌면 튀기는 것보다 건강에 좋아요.,만두를 찌면 튀기는 것보다 건강에 좋아요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,10,鶏肉の煮込みを注文,찜닭은 닭을 양념과 함께 찐 요리예요.,찜닭은 닭을 양념과 함께 찐 요리예요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,2,餅つき,쌀가루를 시루에 넣고 쪄서 떡을 만들어요.,쌀가루를 시루에 넣고 쪄서 떡을 만들어요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,3,魚のレシピを選ぶ,생선을 찌면 기름 없이도 촉촉하게 먹을 수 있어요.,생선을 찌면 기름 없이도 촉촉하게 먹을 수 있어요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,4,離乳食の準備,아기를 위해 채소를 부드럽게 쪄서 으깼어요.,아기를 위해 채소를 부드럽게 쪄서 으깼어요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,5,蒸し卵を作る,계란찜을 찔 때 약한 불로 천천히 익혀야 부드러워요.,계란찜을 찔 때 약한 불로 천천히 익혀야 부드러워요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,6,軽食の準備,고구마를 쪄서 간식으로 먹어요.,고구마를 쪄서 간식으로 먹어요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,7,健康レシピのご紹介,찌는 조리법은 영양소 손실이 적어요.,찌는 조리법은 영양소 손실이 적어요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,8,ワタリガニの調理,꽃게는 찌면 달콤하고 신선한 맛이 살아나요.,꽃게는 찌면 달콤하고 신선한 맛이 살아나요.,,same_as_korean,11
3,찌다,（食べ物を）蒸す,examples.tl,9,料理の比較,같은 재료도 찌면 굽는 것보다 칼로리가 낮아요.,같은 재료도 찌면 굽는 것보다 칼로리가 낮아요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,example_tl,,キッチンの整理整頓,찬장에 그릇을 가지런히 넣어 두면 주방이 깔끔해 보여요.,찬장에 그릇을 가지런히 넣어 두면 주방이 깔끔해 보여요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,1,キッチンの整理整頓,찬장에 그릇을 가지런히 넣어 두면 주방이 깔끔해 보여요.,찬장에 그릇을 가지런히 넣어 두면 주방이 깔끔해 보여요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,10,食事管理,찬장에 넣어 둔 식품은 유통기한을 확인하는 습관을 갖는 게 좋아요.,찬장에 넣어 둔 식품은 유통기한을 확인하는 습관을 갖는 게 좋아요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,2,食材の保管,건조 식품은 찬장에 보관하고 신선 식품은 냉장고에 넣어야 해요.,건조 식품은 찬장에 보관하고 신선 식품은 냉장고에 넣어야 해요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,3,アイテムを探しています,컵이 어디 있는지 찬장을 뒤져 봤는데 찾을 수가 없었어요.,컵이 어디 있는지 찬장을 뒤져 봤는데 찾을 수가 없었어요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,4,家のレイアウト,새로 이사한 집 찬장이 커서 주방 용품을 넉넉히 넣을 수 있어요.,새로 이사한 집 찬장이 커서 주방 용품을 넉넉히 넣을 수 있어요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,5,子供の安全,찬장 안에 위험한 세제를 두면 아이가 열 수 있으므로 잠금장치를 해야 해요.,찬장 안에 위험한 세제를 두면 아이가 열 수 있으므로 잠금장치를 해야 해요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,6,料理の準備をする,요리를 시작하기 전에 찬장에서 필요한 양념들을 꺼내 놓았어요.,요리를 시작하기 전에 찬장에서 필요한 양념들을 꺼내 놓았어요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,7,クリーニング,찬장 안도 가끔씩 정리하고 청소해야 위생적으로 유지할 수 있어요.,찬장 안도 가끔씩 정리하고 청소해야 위생적으로 유지할 수 있어요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,8,引っ越し,이사할 때 찬장 안에 있는 물건들을 모두 꺼내어 포장해야 해요.,이사할 때 찬장 안에 있는 물건들을 모두 꺼내어 포장해야 해요.,,same_as_korean,11
3,찬장,キッチンキャビネット、パントリー食器棚,examples.tl,9,保管のヒント,찬장 공간을 효율적으로 쓰려면 자주 쓰는 것은 앞쪽에 두는 게 좋아요.,찬장 공간을 효율적으로 쓰려면 자주 쓰는 것은 앞쪽에 두는 게 좋아요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,example_tl,,間違い,사람들 앞에서 넘어져서 너무 창피했어요.,사람들 앞에서 넘어져서 너무 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,1,間違い,사람들 앞에서 넘어져서 너무 창피했어요.,사람들 앞에서 넘어져서 너무 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,10,運動中,운동하다가 공을 놓쳐서 창피했어요.,운동하다가 공을 놓쳐서 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,2,プレゼンテーション,발표 중 말을 잊어버려서 창피했어요.,발표 중 말을 잊어버려서 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,3,服装の間違い,옷을 거꾸로 입고 나와서 창피했어요.,옷을 거꾸로 입고 나와서 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,4,家族の行動,공공장소에서 부모님 행동이 창피할 때가 있어요.,공공장소에서 부모님 행동이 창피할 때가 있어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,5,食べ物の汚れ,얼굴에 음식이 묻은 걸 몰랐어서 창피했어요.,얼굴에 음식이 묻은 걸 몰랐어서 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,6,カラオケルーム,노래를 잘 못하는데 불러야 해서 창피했어요.,노래를 잘 못하는데 불러야 해서 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,7,教室,선생님 앞에서 답을 틀려서 창피했어요.,선생님 앞에서 답을 틀려서 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,8,店か店か,돈이 부족한 줄 모르고 계산하려다 창피했어요.,돈이 부족한 줄 모르고 계산하려다 창피했어요.,,same_as_korean,11
3,창피하다,恥ずかしいこと/恥ずかしいと思うこと,examples.tl,9,誰かの名前を忘れる,아는 사람 이름이 기억 안 나서 창피했어요.,아는 사람 이름이 기억 안 나서 창피했어요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,example_tl,,友達とのコミュニケーション,수업이 끝난 후 친구와 채팅을 했어요.,수업이 끝난 후 친구와 채팅을 했어요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,1,友達とのコミュニケーション,수업이 끝난 후 친구와 채팅을 했어요.,수업이 끝난 후 친구와 채팅을 했어요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,10,録音または文書化,채팅 기록을 저장해서 나중에 확인했어요.,채팅 기록을 저장해서 나중에 확인했어요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,2,仕事のタスク,팀원들과 업무용 채팅 앱으로 소통해요.,팀원들과 업무용 채팅 앱으로 소통해요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,3,カスタマーサービス,온라인 채팅으로 고객 서비스를 받았어요.,온라인 채팅으로 고객 서비스를 받았어요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,4,言語交換,외국인 친구와 채팅하면서 영어를 연습해요.,외국인 친구와 채팅하면서 영어를 연습해요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,5,グループチャット,가족들이 모두 그룹 채팅방에 있어요.,가족들이 모두 그룹 채팅방에 있어요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,6,使用時間,채팅을 너무 오래 하면 집중력이 떨어져요.,채팅을 너무 오래 하면 집중력이 떨어져요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,7,ビデオチャット,멀리 있는 친구와 화상 채팅을 했어요.,멀리 있는 친구와 화상 채팅을 했어요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,8,学習,원어민 선생님과 채팅으로 수업을 받아요.,원어민 선생님과 채팅으로 수업을 받아요.,,same_as_korean,11
3,채팅,おしゃべり;インターネットを介したリアルタイムのテキストコミュニケーション,examples.tl,9,緊急連絡先,전화가 안 될 때 채팅으로 연락했어요.,전화가 안 될 때 채팅으로 연락했어요.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,example_tl,,病院を訪れる,의사에게 진찰을 받고 처방전을 받았습니다.,의사에게 진찰을 받고 처방전을 받았습니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,1,病院を訪れる,의사에게 진찰을 받고 처방전을 받았습니다.,의사에게 진찰을 받고 처방전을 받았습니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,10,薬剤師相談,약사가 처방전을 확인하고 약을 조제해 주었습니다.,약사가 처방전을 확인하고 약을 조제해 주었습니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,2,薬局を訪れる,처방전을 가지고 약국에 가서 약을 받았습니다.,처방전을 가지고 약국에 가서 약을 받았습니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,3,保険適用範囲,처방전이 있어야 건강보험 적용이 됩니다.,처방전이 있어야 건강보험 적용이 됩니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,4,薬の種類,처방전에는 약의 이름과 복용 방법이 적혀 있습니다.,처방전에는 약의 이름과 복용 방법이 적혀 있습니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,5,処方薬,전문 의약품은 처방전 없이는 구입할 수 없습니다.,전문 의약품은 처방전 없이는 구입할 수 없습니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,6,処方箋の詰め替え,약이 다 떨어지면 다시 병원에 가서 처방전을 받아야 합니다.,약이 다 떨어지면 다시 병원에 가서 처방전을 받아야 합니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,7,電子処方箋,요즘은 전자 처방전으로 편리하게 약을 받을 수 있습니다.,요즘은 전자 처방전으로 편리하게 약을 받을 수 있습니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,8,医師の説明,의사가 처방전에 적힌 약의 효능을 설명해 주었습니다.,의사가 처방전에 적힌 약의 효능을 설명해 주었습니다.,,same_as_korean,11
3,처방전,処方箋;薬や治療に対する医師からの書面による指示,examples.tl,9,薬の注意事項,처방전에 적힌 용량을 반드시 지켜야 합니다.,처방전에 적힌 용량을 반드시 지켜야 합니다.,,same_as_korean,11
3,청구서,請求書;請求書,example_tl,,公共料金の支払い,전기 청구서를 받고 깜짝 놀랐다.,전기 청구서를 받고 깜짝 놀랐다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,1,公共料金の支払い,전기 청구서를 받고 깜짝 놀랐다.,전기 청구서를 받고 깜짝 놀랐다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,10,仕事の請求,프리랜서로 일한 후 고객에게 청구서를 발송했다.,프리랜서로 일한 후 고객에게 청구서를 발송했다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,2,クレジットカードの請求書,신용카드 청구서가 이메일로 왔다.,신용카드 청구서가 이메일로 왔다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,3,病院の請求書,수술 후 병원에서 청구서를 받았다.,수술 후 병원에서 청구서를 받았다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,4,請求書を確認する,청구서 내용이 맞는지 꼼꼼히 확인해야 한다.,청구서 내용이 맞는지 꼼꼼히 확인해야 한다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,5,自動支払い,청구서를 매달 자동으로 납부하도록 설정했다.,청구서를 매달 자동으로 납부하도록 설정했다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,6,通信料金,이번 달 휴대폰 청구서 금액이 평소보다 높았다.,이번 달 휴대폰 청구서 금액이 평소보다 높았다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,7,支払い期限,청구서의 납부 기한을 놓치면 연체료가 붙는다.,청구서의 납부 기한을 놓치면 연체료가 붙는다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,8,電子請求書,종이 청구서 대신 전자 청구서를 받도록 신청했다.,종이 청구서 대신 전자 청구서를 받도록 신청했다.,,same_as_korean,11
3,청구서,請求書;請求書,examples.tl,9,請求エラー,청구서에 오류가 있어서 고객 센터에 문의했다.,청구서에 오류가 있어서 고객 센터에 문의했다.,,same_as_korean,11
3,청소기,掃除機,example_tl,,クリーニング,청소기를 밀어서 방 안 먼지를 모두 제거했어요.,청소기를 밀어서 방 안 먼지를 모두 제거했어요.,,same_as_korean,11
3,청소기,掃除機,examples.tl,1,クリーニング,청소기를 밀어서 방 안 먼지를 모두 제거했어요.,청소기를 밀어서 방 안 먼지를 모두 제거했어요.,,same_as_korean,11
3,청소기,掃除機,examples.tl,10,故障または誤作動,청소기가 갑자기 고장 나서 빗자루로 바닥을 쓸었어요.,청소기가 갑자기 고장 나서 빗자루로 바닥을 쓸었어요.,,same_as_korean,11
3,청소기,掃除機,examples.tl,2,家電製品の管理,청소기 필터를 자주 청소해야 흡입력이 유지돼요.,청소기 필터를 자주 청소해야 흡입력이 유지돼요.,,same_as_korean,11
3,청소기,掃除機,examples.tl,3,アレルギー,알레르기가 있는 사람은 자주 청소기를 돌려 먼지 진드기를 없애야 해요.,알레르기가 있는 사람은 자주 청소기를 돌려 먼지 진드기를 없애야 해요.,,same_as_korean,11
3,청소기,掃除機,examples.tl,4,新製品,로봇 청소기를 구매한 후로 매일 청소가 자동으로 돼요.,로봇 청소기를 구매한 후로 매일 청소가 자동으로 돼요.,,same_as_korean,11
3,청소기,掃除機,examples.tl,5,家事,일주일에 두 번 청소기를 돌리는 것이 청결을 유지하는 데 도움이 돼요.,일주일에 두 번 청소기를 돌리는 것이 청결을 유지하는 데 도움이 돼요.,,same_as_korean,11
3,청소기,掃除機,examples.tl,6,音の問題,청소기 소음이 크기 때문에 이른 아침이나 늦은 밤에는 사용하지 않아요.,청소기 소음이 크기 때문에 이른 아침이나 늦은 밤에는 사용하지 않아요.,,same_as_korean,11
